"Timestamp","Q.1.Institution","Q.2.Role","Q.3.Discipline","Q.4.Fund","Q.5.Seniority","Q.6.Use.Software","Q.7.Importance.Software","Q.8.Developing.Software","Q.9.Training.Software","Q.10.Cost.Software","Q.11.Main.Software","E.1.Job.Title","E.2.Gender","E.3.Contract","E.4.OS","dataOrigin","Question.1..In.which.country.do.you.live.","X","X.1","Q.2.I conduct research","Q.2.I develop software for researchers","Q.2.I manage researchers or research projects","Q.2.I support researchers","Q.4.Fund.clean","Q.9.Training.Software.clean","Q.9.Training.Software.YN","E.1.Job.Title.clean","E.2.Gender.clean","E.4.OS.clean"
"10/20/2014 15:51:33","University of Leeds","I conduct research","Biological, mathematical & physical sciences","BBSRC - Biotechnology and Biological Sciences Research Council","1-5 years","Yes","My work would require more effort, but it would still be possible","No","No","I'm not involved in bid writing","Syngene Genetools, Ascent for Multiskan Ascent, Software to run a nanodrop, ImageJ, Microsoft Excel, ","","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"BBSRC - Biotechnology and Biological Sciences Research Council","No","No","","Male","Microsoft Windows"
"10/20/2014 15:53:56","University of Glasgow","I conduct research","Engineering & technology","SRC","1-5 years","Yes","It would not be practical to conduct my work without software","No","No","I'm not involved in bid writing","Origin, L-Edit, LayoutBeamer, Penelope","Research Assistant","Female","Fixed term","Mac OS X","survey",NA,NA,NA,1,0,0,0,"Insufficient information","No","No",NA,"Female","Mac OS X"
"10/20/2014 15:55:07","Queen's University Belfast","I conduct research","Engineering & technology","ESRC - Economic and Social Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","No","No","No","SPSS, AMOS, Vensim, Banxia, nVivo","Lecturer","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"ESRC - Economic and Social Research Council","No","No","Lecturer","Male","Microsoft Windows"
"10/20/2014 15:55:35","University of Leeds","I conduct research, I manage researchers or research projects","Biological, mathematical & physical sciences","ERC","1-5 years","Yes","It would not be practical to conduct my work without software","No","Yes - a taught course","No","Ccp4, ccpn","Postdoctoral Researcher","Female","Fixed term","Mac OS X","survey",NA,NA,NA,1,0,1,0,"Europe","Taught","Yes","Researcher","Female","Mac OS X"
"10/20/2014 15:56:57","University of Liverpool","I conduct research, I manage researchers or research projects","Biological, mathematical & physical sciences","NERC - Natural Environment Research Council","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","R
gcc","Reader","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,0,1,0,"NERC - Natural Environment Research Council","Self-Taught","No","Reader","Male","Mac OS X"
"10/20/2014 15:58:57","Imperial College London","I conduct research, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","European Research Council","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","Yes","Magma, Go, Sage, Mathematica","Reader in Pure Mathematics","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,1,1,0,"Europe","Self-Taught","No","Reader","Male","Mac OS X"
"10/20/2014 16:06:41","Imperial College London","I conduct research","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","My work would require more effort, but it would still be possible","No","No","No","Latex","Research Associate","Female","Fixed term","Mac OS X","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","No","No",NA,"Female","Mac OS X"
"10/20/2014 16:08:36","University of Sheffield","I conduct research, I manage researchers or research projects","Biological, mathematical & physical sciences","University central funds","15-20 years","Yes","My work would require more effort, but it would still be possible","Yes","Yes - self taught using online resources or books","No","LaTeX, R, Python/SAGE, PARI","Reader","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,1,0,"University central funds","Self-Taught","No","Reader","Male","Microsoft Windows"
"10/20/2014 16:18:01","University of Sheffield","I conduct research","Medicine, dentistry & health","non-funded","1-5 years","Yes","It would not be practical to conduct my work without software","No","No","No","SPSS, excel","Lecturer","Female","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"No funding","No","No","Lecturer","Female","Microsoft Windows"
"10/20/2014 16:19:35","The University of Nottingham","I conduct research, I support researchers, I develop software for researchers","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","GGI_TLM (open source Electromagnetic field simulation software)","Senior research fellow","Male","Fixed term","Linux","survey",NA,NA,NA,1,1,0,1,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No",NA,"Male","Linux"
"10/20/2014 16:22:51","Imperial College London","I conduct research, I support researchers","Biological, mathematical & physical sciences","European Union","6-10 years","Yes","It would not be practical to conduct my work without software","No","No","No","SPSS, Statgraphs, Origin, Excel, Geochem","Fellow","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,1,"Europe","No","No","Fellow","Female","Microsoft Windows"
"10/20/2014 16:28:42","University of Bristol","I conduct research, teaching","Social studies","University central funds","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","Yes","Stata, Oxmetrics","Reader in Economics","Male","Permanent","Don't have a preference","survey",NA,NA,NA,1,0,0,0,"University central funds","Self-Taught","No","Reader","Male",NA
"10/20/2014 16:30:26","University of Liverpool","I conduct research, I support researchers","Medicine, dentistry & health","NIHR","1-5 years","Yes","It would not be practical to conduct my work without software","No","No","No, but we expected to develop software as part of the project","Excel, Access, Graphpad, SPSS, Plink, Whatever my statistician tells me!!","Senior Lecturer","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,0,1,"National Institute for Health Research","No","No","Lecturer","Male","Microsoft Windows"
"10/20/2014 16:43:03","University","I conduct research, I develop software for researchers","Engineering & technology","University central funds","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","CUDA,
C++,
LUA,
","PhD Student","Male","Fixed term","Linux","survey",NA,NA,NA,1,1,0,0,"University central funds","Self-taugh+Taught","Yes","Postgraduate student","Male","Linux"
"10/20/2014 16:46:47","Imperial College London","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","15-20 years","Yes","My work would require more effort, but it would still be possible","Yes","Yes - self taught using online resources or books","No","magma, sage","Professor of pure maths","Male","Permanent","Linux","survey",NA,NA,NA,1,1,1,1,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No","Professor","Male","Linux"
"10/20/2014 16:57:38","Imperial College London","I conduct research, I develop software for researchers","Biological, mathematical & physical sciences","STFC - Science and Technology Facilities Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","ROOT, self-written code in C++, self-written code in Python, self-written code in CUDA, self-written code in bash, NEUT, GENIE, GEANT4, MySQL, MINUIT, STAN","Research Associate","Other","Fixed term","Linux","survey",NA,NA,NA,1,1,0,0,"STFC - Science and Technology Facilities Council","Self-taugh+Taught","Yes",NA,"Other","Linux"
"10/20/2014 16:59:23","Queen's University Belfast","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Engineering & technology","EU","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","No","Yes","ABAQUS
Intel FORTRAN
MATLAB","Professor of Aerospace Composites","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,1,1,1,"Europe","No","No","Professor","Male","Microsoft Windows"
"10/20/2014 17:01:10",NA,"I conduct research","Humanities & language based studies & archaeology","British Academy","1-5 years","No","It would make no significant difference to my work","No","No","No","n/a","British Academy Postdoctoral Fellow","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"Other charity or fundation","No","No",NA,"Male","Microsoft Windows"
"10/20/2014 17:03:53","Imperial College London","I conduct research, I support researchers, I manage researchers or research projects","Biological, mathematical & physical sciences","University central funds","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","Yes","text processing software, visualization software, I write my own codes to run simulations and some are freely available on the web. ","Research Fellow","Male","Fixed term","Linux","survey",NA,NA,NA,1,0,1,1,"University central funds","Self-Taught","No",NA,"Male","Linux"
"10/20/2014 17:16:31","University of Leeds","I conduct research","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","No","It would make no significant difference to my work","No","No","I'm not involved in bid writing","","Postgraduate researcher in mathematics","Male","Prefer not to say","Linux","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","No","No","Researcher","Male","Linux"
"10/20/2014 17:25:07",NA,"I conduct research, I manage researchers or research projects, I develop software for researchers","Engineering & technology","EU","15-20 years","Yes","My work would require more effort, but it would still be possible","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Spss, matlab ","Professor","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,1,1,0,"Europe","Self-Taught","No","Professor","Male","Microsoft Windows"
"10/20/2014 17:37:07","University of Bristol","I conduct research, I support researchers, I manage researchers or research projects","Medicine, dentistry & health","NIHR-PHR","11-15 years","Yes","My work would require more effort, but it would still be possible","No","No","No","NVivo","Research Fellow","Female","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,1,1,"National Institute for Health Research","No","No",NA,"Female","Microsoft Windows"
